customer_id,year,month,weekend_amount_spent,Num_of_weekend_visits,total_amount_spent,total_num_of_visits,end_date
295978,2019,10,40733.16,2,51067.9,6,2019/10/31
230330,2019,12,1667.5,1,12987.19,5,2019/12/31
315046,2019,10,100.0,0,1001.17,1,2019/10/31
262356,2019,10,1021.53,1,2613.42,3,2019/10/31
356463,2018,5,1932.37,2,1932.37,2,2018/05/31
378533,2019,7,100.0,0,1070.53,3,2019/07/31
423612,2019,6,799.3,1,9219.79,3,2019/06/30
231345,2019,6,100.0,0,22376.11,4,2019/06/30
285929,2019,6,16021.0,2,16253.5,3,2019/06/30
226664,2019,5,655.0,1,880.0,2,2019/05/31
431188,2019,3,100.0,0,846.49,2,2019/03/31
314159,2019,3,1411.09,1,10022.79,4,2019/03/31
445276,2019,3,100.0,0,662.5,1,2019/03/31
388440,2019,5,8171.38,2,35909.49,8,2019/05/31
259616,2019,4,100.0,0,19020.3,3,2019/04/30
226473,2018,5,100.0,0,9136.41,5,2018/05/31
297385,2018,10,3010.0,2,3415.0,3,2018/10/31
198521,2018,10,100.0,0,5687.2,3,2018/10/31
385439,2018,12,1495.0,1,11141.08,7,2018/12/31
520165,2017,9,6895.99,2,11435.66,5,2017/09/30
320798,2017,7,25013.08,3,25013.08,3,2017/07/31
372883,2017,7,43665.12,2,43665.12,2,2017/07/31
526260,2018,8,100.0,0,590.5,2,2018/08/31
346162,2017,5,20169.27,2,20169.27,2,2017/05/31
453509,2018,8,11877.1,2,22014.86,5,2018/08/31
251940,2018,9,12797.98,3,20133.42,6,2018/09/30
513615,2018,6,250.0,1,1247.5,2,2018/06/30
196044,2017,4,20631.13,6,28299.82,10,2017/04/30
465036,2018,4,100.0,0,12693.49,2,2018/04/30
492159,2017,6,23469.16,5,28902.91,11,2017/06/30
410411,2018,3,5636.71,2,11593.21,6,2018/03/31
180851,2018,7,100.0,0,10792.95,3,2018/07/31
336087,2018,3,2222.86,1,6700.36,4,2018/03/31
353921,2018,1,100.0,0,1921.75,2,2018/01/31
465036,2018,2,14772.85,2,38759.08,7,2018/02/28
423612,2018,2,100.0,0,19196.98,4,2018/02/28
346761,2018,5,100.0,0,1544.95,1,2018/05/31
288836,2018,5,100.0,0,10253.2,4,2018/05/31
315105,2017,1,47924.6,6,78723.03,11,2017/01/31
172366,2017,1,23583.75,7,110194.36,42,2017/01/31
311768,2017,12,100.0,0,1000.0,1,2017/12/31
242010,2017,8,100.0,0,751.0,1,2017/08/31
263733,2017,2,12044.85,2,12044.85,2,2017/02/28
265232,2017,2,12857.29,2,26170.87,10,2017/02/28
414501,2017,1,100.0,0,2500.0,1,2017/01/31
174979,2017,8,100.0,0,3780.25,2,2017/08/31
209804,2017,6,1622.5,1,19730.73,4,2017/06/30
477549,2017,5,100.0,0,3283.69,2,2017/05/31
224194,2017,5,100.0,0,708.31,1,2017/05/31
493957,2017,5,535.0,1,4205.39,3,2017/05/31
297503,2017,5,100.0,0,517.69,1,2017/05/31
221736,2019,6,15981.25,5,32307.73,13,2019/06/30
243484,2019,6,16122.6,5,21234.86,9,2019/06/30
405464,2019,6,13766.99,5,14516.99,8,2019/06/30
463105,2019,7,100.0,0,2793.7,2,2019/07/31
206900,2019,7,100.0,0,36993.46,1,2019/07/31
187883,2019,3,940.24,1,26874.18,9,2019/03/31
285081,2019,3,926.5,1,10291.72,6,2019/03/31
313801,2018,10,16107.66,3,25889.88,9,2018/10/31
475801,2018,12,2680.0,1,2680.0,1,2018/12/31
230662,2019,6,3421.38,3,3421.38,3,2019/06/30
339040,2019,2,100.0,0,7484.5,3,2019/02/28
225507,2018,2,5321.68,3,5321.68,3,2018/02/28
177254,2018,2,1090.0,1,4969.0,6,2018/02/28
445629,2018,7,782.5,1,782.5,1,2018/07/31
387338,2018,6,32460.22,5,43528.21,8,2018/06/30
206900,2018,7,7225.0,2,14701.0,5,2018/07/31
305456,2018,9,21960.19,4,27685.47,5,2018/09/30
169277,2019,6,3401.08,2,4211.08,3,2019/06/30
239036,2019,3,1309.54,1,11138.95,9,2019/03/31
322102,2018,8,100.0,0,10336.15,6,2018/08/31
218006,2018,2,1342.0,1,1342.0,1,2018/02/28
187717,2018,2,4570.0,1,4570.0,1,2018/02/28
219253,2019,2,100.0,0,8468.26,2,2019/02/28
471786,2018,5,9083.83,1,14554.41,2,2018/05/31
241484,2017,10,4184.22,1,6801.72,3,2017/10/31
273315,2017,10,250.0,1,4565.61,2,2017/10/31
221726,2017,4,8432.53,2,17824.06,7,2017/04/30
488046,2018,7,100.0,0,1037.5,3,2018/07/31
363931,2017,11,100.0,0,7918.12,1,2017/11/30
478211,2017,11,100.0,0,7620.47,1,2017/11/30
221736,2018,6,3875.5,1,8356.57,3,2018/06/30
179650,2017,4,610.0,1,1165.0,2,2017/04/30
465163,2017,4,1923.73,2,12927.56,4,2017/04/30
226981,2017,5,1200.69,1,1200.69,1,2017/05/31
264194,2019,5,475.0,1,3426.45,4,2019/05/31
232591,2019,7,24702.58,2,24702.58,2,2019/07/31
215893,2019,11,1291.75,2,2511.25,3,2019/11/30
434331,2019,11,2654.59,1,3430.39,2,2019/11/30
400665,2018,11,16807.68,4,36531.87,13,2018/11/30
445811,2018,11,2047.0,1,8432.2,6,2018/11/30
337239,2018,11,47715.69,4,47910.69,5,2018/11/30
317800,2018,4,187.0,1,274.0,2,2018/04/30
345132,2018,3,14288.55,1,14288.55,1,2018/03/31
314513,2019,7,1718.71,2,11633.61,4,2019/07/31
279204,2019,6,100.0,0,4038.4,3,2019/06/30
250989,2018,9,1089.25,1,1089.25,1,2018/09/30
232591,2018,9,17052.79,1,39880.15,2,2018/09/30
359032,2019,10,100.0,0,32505.53,2,2019/10/31
273123,2018,8,1870.0,1,30288.81,2,2018/08/31
506060,2019,3,100.0,0,1439.77,1,2019/03/31
263549,2019,6,100.0,0,16669.18,2,2019/06/30
508449,2018,10,100.0,0,1052.5,5,2018/10/31
281009,2017,6,1735.69,1,1735.69,1,2017/06/30
474019,2018,2,100.0,0,835.0,1,2018/02/28
232386,2018,7,100.0,0,1000.0,1,2018/07/31
446633,2018,8,100.0,0,13886.52,4,2018/08/31
338004,2018,1,100.0,0,4697.52,2,2018/01/31
352569,2017,7,100.0,0,2366.5,2,2017/07/31
488806,2017,9,100.0,0,187.0,1,2017/09/30
385937,2017,1,100.0,0,1922.5,2,2017/01/31
494409,2017,1,100.0,0,610.0,1,2017/01/31
202141,2017,2,1600.0,1,6542.5,4,2017/02/28
465163,2017,2,9750.19,1,13894.09,2,2017/02/28
476929,2017,1,100.0,0,4758.45,1,2017/01/31
307481,2017,1,100.0,0,12061.45,3,2017/01/31
455390,2019,10,100.0,0,5207.29,1,2019/10/31
395666,2019,11,100.0,0,2410.75,3,2019/11/30
527272,2019,11,100.0,0,1502.5,1,2019/11/30
526495,2018,4,644.5,1,644.5,1,2018/04/30
201896,2019,2,100.0,0,1126.0,1,2019/02/28
388061,2019,2,100.0,0,13451.13,2,2019/02/28
438823,2019,1,100.0,0,3959.83,1,2019/01/31
410725,2019,1,100.0,0,2837.5,2,2019/01/31
518709,2017,10,377.5,2,377.5,2,2017/10/31
309591,2017,4,2330.38,1,16156.29,5,2017/04/30
507184,2017,8,2106.25,1,2106.25,1,2017/08/31
224750,2017,4,794.5,1,5276.5,3,2017/04/30
493100,2017,10,3175.0,2,3175.0,2,2017/10/31
266141,2017,10,455.08,1,4697.38,7,2017/10/31
305540,2018,1,100.0,0,4611.97,1,2018/01/31
414171,2017,9,100.0,0,1146.37,1,2017/09/30
433817,2017,5,100.0,0,1030.0,1,2017/05/31
522003,2017,10,100.0,0,10582.6,3,2017/10/31
300936,2017,6,100.0,0,1330.0,2,2017/06/30
463586,2017,1,250.0,1,962.5,2,2017/01/31
249473,2019,7,5008.0,2,5008.0,2,2019/07/31
445629,2017,12,595.0,1,595.0,1,2017/12/31
400875,2018,7,100.0,0,520.0,1,2018/07/31
303191,2019,1,100.0,0,442.33,1,2019/01/31
468222,2019,1,100.0,0,1540.0,1,2019/01/31
292227,2017,7,29320.51,2,29320.51,2,2017/07/31
280198,2017,8,915.64,1,915.64,1,2017/08/31
435118,2017,6,1630.0,1,1630.0,1,2017/06/30
200952,2018,3,317.5,1,2049.25,3,2018/03/31
176452,2017,9,100.0,0,1414.0,1,2017/09/30
369067,2017,2,739.18,1,4394.26,2,2017/02/28
249276,2017,11,100.0,0,542.5,1,2017/11/30
410903,2017,10,100.0,0,623.35,1,2017/10/31
256829,2017,4,100.0,0,2335.0,1,2017/04/30
423414,2017,4,100.0,0,871.96,1,2017/04/30
304880,2017,8,100.0,0,1696.0,1,2017/08/31
274679,2017,6,100.0,0,1870.0,1,2017/06/30
432497,2019,9,2524.12,1,6422.62,2,2019/09/30
370223,2019,3,2080.8,1,2080.8,1,2019/03/31
218804,2018,3,2774.77,1,6319.51,2,2018/03/31
486006,2019,10,100.0,0,3100.0,1,2019/10/31
436988,2018,11,100.0,0,707.5,1,2018/11/30
211133,2018,2,100.0,0,6707.11,1,2018/02/28
257642,2017,2,542.5,1,542.5,1,2017/02/28
398056,2017,8,100.0,0,1283.23,1,2017/08/31
522450,2017,6,100.0,0,955.0,1,2017/06/30
477441,2017,7,100.0,0,3104.59,1,2017/07/31
314867,2019,10,1692.02,3,6802.3,10,2019/10/31
338579,2019,10,13110.06,2,13110.06,2,2019/10/31
179494,2019,9,14991.78,5,36284.19,18,2019/09/30
171048,2019,9,9937.45,4,27416.27,11,2019/09/30
351063,2019,9,2486.5,4,9529.02,9,2019/09/30
176911,2019,10,7268.44,6,14465.38,14,2019/10/31
319849,2019,10,6951.46,4,11640.46,7,2019/10/31
455957,2019,10,3801.54,2,3801.54,2,2019/10/31
437439,2019,6,4709.2,1,4709.2,1,2019/06/30
468856,2019,6,12603.45,6,26361.76,19,2019/06/30
251940,2019,7,7128.91,3,13100.65,5,2019/07/31
305934,2019,7,2075.02,6,9050.65,24,2019/07/31
459997,2019,10,2345.7,1,3485.17,3,2019/10/31
310902,2019,12,7433.68,3,73471.96,20,2019/12/31
226473,2018,12,8712.24,2,19762.05,8,2018/12/31
301086,2018,12,100.0,0,16522.8,6,2018/12/31
321503,2018,12,10761.39,2,12940.89,4,2018/12/31
305934,2018,12,1067.5,4,3334.35,18,2018/12/31
176553,2019,12,1337.5,1,3926.59,2,2019/12/31
260649,2019,8,20124.75,3,23241.48,5,2019/08/31
221107,2019,4,2358.97,2,6033.37,5,2019/04/30
186353,2019,12,2499.79,3,9983.08,10,2019/12/31
384198,2019,8,1073.44,1,3756.94,3,2019/08/31
187512,2019,8,59218.3,5,62519.04,8,2019/08/31
207482,2019,6,24182.11,4,38035.96,9,2019/06/30
222069,2019,6,3607.57,3,9775.8,8,2019/06/30
187512,2019,11,50182.75,4,66893.1,7,2019/11/30
515174,2019,11,3100.0,1,5444.39,3,2019/11/30
288015,2019,11,4960.51,4,13743.73,7,2019/11/30
230536,2019,11,51470.34,10,66680.37,23,2019/11/30
328548,2019,11,8391.52,2,11410.03,3,2019/11/30
516764,2019,9,497.5,1,970.0,2,2019/09/30
296728,2019,8,1278.54,3,3826.92,7,2019/08/31
265031,2019,8,4555.45,1,15435.31,6,2019/08/31
301086,2019,10,979.06,1,14181.03,6,2019/10/31
283886,2019,10,1185.49,1,1185.49,1,2019/10/31
171076,2019,7,10894.72,8,16630.47,13,2019/07/31
345379,2019,6,4712.11,4,20573.23,20,2019/06/30
475391,2019,6,12790.8,4,21672.72,6,2019/06/30
478211,2019,2,3506.47,3,6352.84,11,2019/02/28
205724,2018,10,13907.22,8,37357.65,35,2018/10/31
200708,2018,10,10128.67,8,23086.14,15,2018/10/31
350739,2018,10,18019.38,11,33970.26,37,2018/10/31
264813,2019,3,4162.17,3,9760.86,7,2019/03/31
206900,2019,3,6970.0,1,38697.46,3,2019/03/31
511830,2018,10,14012.95,6,19338.85,9,2018/10/31
239654,2018,10,3143.65,3,10745.56,10,2018/10/31
321018,2018,10,13690.0,4,13690.0,4,2018/10/31
427006,2018,12,2653.02,2,2653.02,2,2018/12/31
429115,2017,12,5443.95,4,13455.84,6,2017/12/31
391546,2017,12,8134.43,1,19604.32,3,2017/12/31
221082,2017,12,117740.44,12,360744.49,36,2017/12/31
457336,2017,12,4189.77,1,15633.6,3,2017/12/31
184311,2019,1,34642.21,7,51708.64,21,2019/01/31
177650,2019,1,1509.61,2,8533.09,5,2019/01/31
269858,2019,12,5672.5,3,13727.44,7,2019/12/31
526396,2019,12,2448.24,3,8869.22,7,2019/12/31
526687,2019,12,7301.5,3,13582.95,8,2019/12/31
349017,2019,6,286.0,1,7788.36,3,2019/06/30
334987,2018,10,2681.2,2,16458.7,8,2018/10/31
387338,2018,10,19977.97,3,32983.05,8,2018/10/31
201896,2018,10,4177.33,2,12410.08,6,2018/10/31
453357,2018,10,1673.2,2,2741.2,5,2018/10/31
520392,2018,10,4933.66,4,5257.66,5,2018/10/31
395200,2019,11,505.0,1,3893.07,2,2019/11/30
423554,2019,7,7964.44,5,14293.93,11,2019/07/31
170995,2019,4,1639.88,3,1855.88,5,2019/04/30
509317,2019,4,6024.89,2,15077.99,5,2019/04/30
458534,2019,4,2591.5,1,7112.5,4,2019/04/30
223600,2019,4,10198.89,3,30961.39,10,2019/04/30
281852,2018,3,31207.61,2,60073.52,10,2018/03/31
390294,2018,3,25529.2,4,27614.2,6,2018/03/31
194819,2018,3,8367.94,7,29276.2,30,2018/03/31
211404,2018,2,4590.75,5,9857.59,13,2018/02/28
303334,2018,2,6711.84,2,13690.87,5,2018/02/28
295742,2018,2,53445.07,6,53512.57,7,2018/02/28
226174,2018,2,3226.36,7,13140.88,18,2018/02/28
200708,2018,2,3981.39,3,20265.7,16,2018/02/28
302232,2018,2,1239.07,2,1239.07,2,2018/02/28
330557,2018,7,2599.0,1,2599.0,1,2018/07/31
194819,2018,7,9688.96,9,26081.16,31,2018/07/31
446288,2018,12,7038.68,3,16003.68,10,2018/12/31
268077,2018,12,9438.16,3,20022.91,9,2018/12/31
221082,2018,4,28256.32,5,180840.15,31,2018/04/30
321996,2018,6,27151.0,10,30017.56,12,2018/06/30
227263,2018,6,19196.89,4,51989.49,18,2018/06/30
192531,2017,12,18310.89,6,57472.15,14,2017/12/31
425542,2017,12,3498.79,1,3498.79,1,2017/12/31
260572,2017,12,12036.84,3,13589.34,5,2017/12/31
262381,2019,9,31642.51,3,61943.88,11,2019/09/30
192259,2018,10,100.0,0,28744.75,8,2018/10/31
171048,2018,10,4573.72,3,17277.07,11,2018/10/31
416294,2019,7,100.0,0,22591.35,7,2019/07/31
239036,2019,10,475.0,1,18393.01,11,2019/10/31
345379,2019,3,12905.17,5,15220.72,10,2019/03/31
211162,2017,10,9500.58,6,30083.1,18,2017/10/31
303593,2017,10,4180.0,1,13560.87,5,2017/10/31
202438,2017,10,8568.18,6,43244.8,20,2017/10/31
518266,2018,8,1517.5,2,8927.16,5,2018/08/31
242010,2018,8,1022.92,1,1618.42,3,2018/08/31
291219,2018,8,3281.86,1,25674.58,5,2018/08/31
236226,2018,8,6522.25,4,62464.75,14,2018/08/31
205724,2018,8,13812.37,7,41537.4,34,2018/08/31
400792,2018,8,5849.58,2,10506.74,4,2018/08/31
194666,2019,5,100.0,0,6614.23,2,2019/05/31
175028,2019,2,100.0,0,104588.32,11,2019/02/28
199939,2018,2,12993.36,4,47129.4,11,2018/02/28
179494,2019,3,14090.74,5,17986.5,11,2019/03/31
247361,2019,1,8026.74,5,27325.56,12,2019/01/31
303027,2018,3,36492.09,4,36492.09,4,2018/03/31
518391,2019,5,1062.94,2,4759.45,8,2019/05/31
303027,2019,5,24067.61,5,32007.9,9,2019/05/31
340806,2019,5,100.0,0,1595.5,2,2019/05/31
526396,2019,1,4453.56,3,5193.27,5,2019/01/31
464442,2019,2,610.0,1,7399.0,4,2019/02/28
204095,2017,9,5757.04,4,25801.8,16,2017/09/30
391578,2017,10,5688.73,3,18826.44,7,2017/10/31
508819,2018,11,1343.5,1,6460.66,4,2018/11/30
208019,2018,11,1825.0,1,30480.5,4,2018/11/30
274679,2017,7,2591.11,3,7418.76,4,2017/07/31
422573,2018,11,100.0,0,1655.5,6,2018/11/30
420684,2017,11,2267.55,1,2267.55,1,2017/11/30
300875,2017,11,16430.2,3,24638.8,7,2017/11/30
262051,2017,7,4644.4,6,21069.45,16,2017/07/31
444158,2017,9,45225.01,4,56537.82,8,2017/09/30
339984,2017,9,1112.37,1,7558.0,6,2017/09/30
433979,2017,8,442.0,1,442.0,1,2017/08/31
455957,2017,8,1090.24,1,5044.98,6,2017/08/31
172246,2017,8,36258.88,5,54367.41,12,2017/08/31
407607,2017,3,3277.0,5,6602.5,11,2017/03/31
410830,2017,4,22672.24,2,37877.64,7,2017/04/30
177486,2017,4,40346.02,7,51093.51,14,2017/04/30
467992,2017,4,1321.41,1,2253.27,2,2017/04/30
364574,2018,3,100.0,0,29351.02,9,2018/03/31
187883,2018,3,2855.5,1,22481.8,7,2018/03/31
421952,2018,6,1075.0,1,1360.0,3,2018/06/30
228924,2018,6,3443.73,6,9030.67,14,2018/06/30
178198,2018,8,13397.62,6,85279.15,24,2018/08/31
340910,2017,4,6325.75,5,10765.75,6,2017/04/30
498333,2017,4,2612.5,1,15311.1,5,2017/04/30
401088,2018,8,4564.3,2,17750.53,7,2018/08/31
228924,2017,11,3936.19,3,12707.22,9,2017/11/30
347572,2018,7,100.0,0,835.0,1,2018/07/31
209045,2017,7,10980.49,7,11452.99,9,2017/07/31
396692,2017,7,953.26,2,23016.46,26,2017/07/31
199395,2017,3,16201.3,3,42634.38,13,2017/03/31
335126,2017,4,100.0,0,6787.89,2,2017/04/30
309168,2017,11,6969.07,3,6969.07,3,2017/11/30
396049,2017,11,2693.31,2,6071.35,4,2017/11/30
397645,2017,5,1600.0,1,4019.32,2,2017/05/31
486006,2018,5,100.0,0,632.5,1,2018/05/31
341834,2019,6,1463.5,1,1463.5,1,2019/06/30
285930,2018,11,5995.0,3,7239.49,4,2018/11/30
344396,2018,11,872.5,1,1682.5,2,2018/11/30
250753,2019,3,3569.8,1,3569.8,1,2019/03/31
178198,2019,3,17735.85,6,61244.6,23,2019/03/31
193069,2019,1,32301.46,1,33111.46,2,2019/01/31
455911,2019,5,1015.0,1,1015.0,1,2019/05/31
170853,2019,8,3649.57,2,6671.2,3,2019/08/31
329897,2019,5,7050.16,2,30696.22,10,2019/05/31
500053,2019,12,265.0,1,27001.48,6,2019/12/31
392014,2019,3,1847.5,2,3670.0,3,2019/03/31
513512,2019,3,2564.05,2,2564.05,2,2019/03/31
407584,2017,4,100.0,0,5782.32,1,2017/04/30
245707,2018,12,2139.46,4,3861.46,11,2018/12/31
349468,2019,10,100.0,0,903.88,1,2019/10/31
399016,2019,11,100.0,0,1825.99,1,2019/11/30
456029,2019,11,3811.0,4,7740.7,11,2019/11/30
438120,2019,2,4397.47,1,4397.47,1,2019/02/28
290361,2019,9,3087.93,4,12548.31,13,2019/09/30
247526,2018,4,3640.0,3,3640.0,3,2018/04/30
404316,2018,4,2362.0,2,2362.0,2,2018/04/30
396880,2019,2,100.0,0,35655.22,3,2019/02/28
182371,2018,5,25884.37,7,48003.49,10,2018/05/31
336087,2018,5,10814.99,2,12320.61,3,2018/05/31
223057,2019,8,100.0,0,32672.94,4,2019/08/31
475703,2019,6,100.0,0,15298.06,3,2019/06/30
177087,2019,6,371.2,1,4642.69,5,2019/06/30
227856,2018,9,35496.51,5,42986.52,13,2018/09/30
426169,2019,12,100.0,0,7588.0,1,2019/12/31
343206,2019,4,9810.73,3,9810.73,3,2019/04/30
393152,2019,4,100.0,0,1457.56,1,2019/04/30
312867,2019,11,1339.0,1,6449.18,3,2019/11/30
267817,2019,12,520.0,1,6488.56,3,2019/12/31
486450,2019,12,1183.0,1,5262.01,5,2019/12/31
356463,2018,12,2173.75,3,5137.75,7,2018/12/31
273934,2018,4,100.0,0,7858.06,3,2018/04/30
318801,2017,12,1015.0,1,6935.65,2,2017/12/31
275264,2019,7,100.0,0,6423.1,2,2019/07/31
420218,2019,6,3007.99,1,5566.39,3,2019/06/30
295701,2018,5,4438.17,2,10913.58,8,2018/05/31
346119,2019,2,2677.48,2,3082.48,3,2019/02/28
242208,2019,3,100.0,0,12566.52,5,2019/03/31
513512,2018,12,100.0,0,3163.45,2,2018/12/31
496996,2019,5,100.0,0,21849.73,3,2019/05/31
315313,2018,4,2642.5,2,9412.03,4,2018/04/30
524511,2019,1,100.0,0,1533.48,1,2019/01/31
513554,2019,1,100.0,0,3477.75,6,2019/01/31
337247,2019,1,13337.94,2,15320.28,5,2019/01/31
426217,2018,1,5785.24,2,13486.09,6,2018/01/31
451231,2017,6,3742.0,2,7128.25,6,2017/06/30
409704,2017,6,9729.34,3,37656.82,20,2017/06/30
293255,2018,6,100.0,0,18927.52,2,2018/06/30
366387,2018,6,100.0,0,23639.38,5,2018/06/30
239886,2018,11,100.0,0,15122.5,2,2018/11/30
387724,2018,4,100.0,0,16966.0,5,2018/04/30
177087,2018,11,100.0,0,1177.75,2,2018/11/30
185238,2017,6,21721.3,5,26506.33,7,2017/06/30
187717,2017,7,4432.0,5,4432.0,5,2017/07/31
227652,2018,10,4140.01,3,5790.01,6,2018/10/31
239473,2018,10,1272.88,1,12299.95,7,2018/10/31
309670,2019,11,2365.99,1,16422.01,4,2019/11/30
290592,2019,5,388.0,1,9628.33,2,2019/05/31
225204,2019,5,370.0,1,1589.65,3,2019/05/31
430326,2019,5,3481.64,1,8854.65,3,2019/05/31
500244,2019,7,3904.06,1,3904.06,1,2019/07/31
433977,2018,3,310.0,1,1157.5,4,2018/03/31
203027,2018,9,29693.05,5,31026.55,6,2018/09/30
195751,2017,10,3455.5,2,12660.87,5,2017/10/31
221767,2017,10,7991.58,1,17756.57,7,2017/10/31
466752,2017,10,1163.31,1,1163.31,1,2017/10/31
446675,2018,10,100.0,0,4294.75,2,2018/10/31
446285,2017,2,6937.0,1,20146.29,6,2017/02/28
381326,2017,2,9735.52,3,17944.99,4,2017/02/28
194819,2017,8,697.48,1,12063.24,10,2017/08/31
200955,2018,1,4097.5,3,21386.31,11,2018/01/31
352226,2017,5,100.0,0,13486.12,6,2017/05/31
382819,2017,5,3208.0,2,5585.5,3,2017/05/31
210998,2017,5,10041.66,1,64756.59,6,2017/05/31
263409,2017,5,100.0,0,13304.34,1,2017/05/31
336753,2017,5,5017.0,1,9190.75,2,2017/05/31
176552,2017,6,3526.89,3,23493.37,17,2017/06/30
254804,2017,2,3976.47,3,13265.45,10,2017/02/28
187598,2017,2,4387.27,4,30596.68,19,2017/02/28
233074,2017,1,24068.13,4,31570.72,5,2017/01/31
259636,2017,5,1771.0,1,28063.45,12,2017/05/31
250008,2017,5,14702.13,4,31167.28,14,2017/05/31
516974,2017,10,100.0,0,3829.84,5,2017/10/31
251455,2017,8,6997.54,1,11138.97,3,2017/08/31
318443,2017,11,6088.11,4,16774.29,12,2017/11/30
284726,2017,11,4223.92,3,16291.62,9,2017/11/30
226803,2017,5,100.0,0,715.0,1,2017/05/31
174800,2017,9,1898.5,2,11936.65,12,2017/09/30
475007,2017,6,3308.1,2,13651.97,6,2017/06/30
222069,2019,11,370.0,1,9363.84,5,2019/11/30
238190,2018,12,1001.5,1,20013.01,2,2018/12/31
199976,2018,3,6413.17,2,8320.66,4,2018/03/31
314521,2019,4,1065.19,2,4468.6,7,2019/04/30
243648,2018,8,19420.61,2,35469.06,5,2018/08/31
308687,2018,8,1577.5,1,6469.9,4,2018/08/31
433977,2019,9,100.0,0,4005.16,1,2019/09/30
250008,2017,1,10778.08,4,34036.8,13,2017/01/31
449589,2019,5,8568.41,3,17579.25,9,2019/05/31
170583,2018,4,262.0,1,6295.18,6,2018/04/30
309269,2019,5,5407.0,2,6794.5,3,2019/05/31
426998,2018,7,4078.66,4,4078.66,4,2018/07/31
206900,2018,1,1105.0,1,1105.0,1,2018/01/31
303125,2018,12,100.0,0,782.5,1,2018/12/31
448374,2018,1,1352.5,2,1352.5,2,2018/01/31
356010,2018,1,2908.93,2,13429.15,7,2018/01/31
265232,2019,5,100.0,0,4197.16,1,2019/05/31
493457,2017,11,3939.85,4,5252.35,8,2017/11/30
298612,2017,12,2106.12,2,4709.7,4,2017/12/31
315046,2017,12,2342.5,1,4604.65,3,2017/12/31
360322,2017,12,100.0,0,742.75,2,2017/12/31
356646,2017,12,8627.35,2,29168.0,11,2017/12/31
402678,2017,7,260.62,1,260.62,1,2017/07/31
244892,2018,5,100.0,0,8627.68,4,2018/05/31
345132,2018,7,100.0,0,802.33,1,2018/07/31
334738,2018,9,100.0,0,694.0,1,2018/09/30
351794,2017,3,3640.3,4,23043.51,13,2017/03/31
233248,2018,2,100.0,0,10303.65,6,2018/02/28
218708,2018,2,100.0,0,6119.2,3,2018/02/28
494428,2017,1,347.5,1,347.5,1,2017/01/31
365179,2018,4,794.2,1,794.2,1,2018/04/30
507184,2017,5,100.0,0,1420.0,2,2017/05/31
201090,2017,2,100.0,0,827.5,1,2017/02/28
184884,2017,8,100.0,0,9071.24,5,2017/08/31
461289,2019,4,6886.54,2,8419.54,4,2019/04/30
366397,2019,7,2185.0,1,2736.79,2,2019/07/31
509009,2018,5,3954.09,1,4779.09,2,2018/05/31
223011,2017,4,6663.88,1,21330.64,4,2017/04/30
329558,2019,8,3527.5,1,6727.03,3,2019/08/31
353152,2019,4,100.0,0,1360.0,2,2019/04/30
224369,2018,12,100.0,0,2792.5,3,2018/12/31
225103,2018,4,100.0,0,2298.22,1,2018/04/30
283886,2018,5,100.0,0,4405.39,3,2018/05/31
247952,2017,9,870.25,1,870.25,1,2017/09/30
445010,2017,8,6323.5,1,6323.5,1,2017/08/31
353534,2018,5,100.0,0,11359.3,2,2018/05/31
348880,2017,6,9085.9,1,11710.05,2,2017/06/30
397426,2017,6,421.0,1,3447.65,3,2017/06/30
192840,2018,3,100.0,0,19850.8,4,2018/03/31
244697,2017,6,100.0,0,10365.9,5,2017/06/30
512293,2017,4,100.0,0,12841.56,4,2017/04/30
300300,2017,1,5902.54,3,7327.54,4,2017/01/31
258142,2017,2,18563.86,3,71400.58,8,2017/02/28
502528,2018,2,100.0,0,779.98,2,2018/02/28
302232,2017,11,100.0,0,721.35,1,2017/11/30
437259,2017,6,100.0,0,6038.79,4,2017/06/30
478617,2017,10,100.0,0,675.61,2,2017/10/31
446225,2017,6,100.0,0,11652.31,6,2017/06/30
304472,2017,4,100.0,0,7353.25,2,2017/04/30
426026,2017,4,100.0,0,6443.66,2,2017/04/30
356463,2017,3,100.0,0,2894.5,2,2017/03/31
334800,2017,3,100.0,0,10347.94,5,2017/03/31
343176,2017,4,100.0,0,2216.5,1,2017/04/30
281009,2017,3,100.0,0,1772.5,3,2017/03/31
417652,2017,3,100.0,0,1359.69,3,2017/03/31
369067,2019,12,3034.78,1,11905.33,3,2019/12/31
402694,2019,3,1015.0,1,1547.5,2,2019/03/31
381636,2018,11,685.0,1,685.0,1,2018/11/30
214154,2019,3,400.0,1,400.0,1,2019/03/31
479998,2018,12,1309.5,1,2512.98,2,2018/12/31
255422,2018,5,971.08,2,971.08,2,2018/05/31
186488,2019,7,841.3,1,2549.05,2,2019/07/31
493151,2019,6,1977.76,1,7788.22,2,2019/06/30
207980,2019,4,6284.7,1,7929.22,2,2019/04/30
432465,2018,10,100.0,0,692.5,1,2018/10/31
306636,2017,9,661.0,1,2345.5,2,2017/09/30
318811,2018,1,59815.81,2,86036.58,5,2018/01/31
520386,2018,4,100.0,0,2230.0,1,2018/04/30
413736,2019,11,1478.44,1,1478.44,1,2019/11/30
387684,2019,11,1633.0,1,1633.0,1,2019/11/30
281108,2019,4,100.0,0,1750.0,1,2019/04/30
308630,2017,5,3702.25,1,10173.25,2,2017/05/31
